censustract,state_x,county,urban,pop2010,ohu2010,groupquartersflag,numgqtrs,pctgqtrs,lilatracts_1and10,lilatracts_halfand10,lilatracts_1and20,lilatracts_vehicle,hunvflag,lowincometracts,povertyrate,medianfamilyincome,la1and10,lahalfand10,la1and20,latracts_half,latracts1,latractsvehicle_20,lapop1_10,lapop05_10,lapop1_20,lalowi1_10,lalowi05_10,lalowi1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,tractlowi,tractkids,tractseniors,tractwhite,tractblack,tractasian,tractnhopi,tractaian,tractomultir,tracthispanic,tracthunv,tractsnap,locationname,all teeth lost among adults aged >=65 years,arthritis among adults aged >=18 years,binge drinking among adults aged >=18 years,cancer (excluding skin cancer) among adults aged >=18 years,cervical cancer screening among adult women aged 21-65 years,cholesterol screening among adults aged >=18 years,chronic kidney disease among adults aged >=18 years,chronic obstructive pulmonary disease among adults aged >=18 years,coronary heart disease among adults aged >=18 years,current asthma among adults aged >=18 years,current lack of health insurance among adults aged 18-64 years,current smoking among adults aged >=18 years,diagnosed diabetes among adults aged >=18 years,"fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",high blood pressure among adults aged >=18 years,high cholesterol among adults aged >=18 years who have been screened in the past 5 years,mammography use among women aged 50-74 years,mental health not good for >=14 days among adults aged >=18 years,no leisure-time physical activity among adults aged >=18 years,obesity among adults aged >=18 years,"older adult men aged >=65 years who are up to date on a core set of clinical preventive services: flu shot past year, ppv shot ever, colorectal cancer screening","older adult women aged >=65 years who are up to date on a core set of clinical preventive services: flu shot past year, ppv shot ever, colorectal cancer screening, and mammogram past 2 years",physical health not good for >=14 days among adults aged >=18 years,sleeping less than 7 hours among adults aged >=18 years,stroke among adults aged >=18 years,taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,visits to dentist or dental clinic among adults aged >=18 years,visits to doctor for routine checkup within the past year among adults aged >=18 years,state_y,fips,mrfei,str_fips,geoid,coords
17031020802,Illinois,Cook County,1,6963,2111,0,21.0,0.3,0,0,0,0,0,1,26.2,52277.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4315.0,1882.0,508.0,2347.0,746.0,2561.0,0.0,43.0,1266.0,1773.0,317.0,751.0,17031020802,14.0,18.7,18.4,4.3,73.3,79.2,2.8,6.1,5.6,8.8,22.8,19.7,11.5,52.3,27.9,29.8,77.9,13.2,29.4,28.0,26.5,23.9,12.6,39.5,3.0,69.9,54.5,72.7,,,,,17031020802,"[(-87.699642, 41.997561), (-87.697205, 41.997602), (-87.69476499999999, 41.997645999999996), (-87.69354299999999, 41.997668), (-87.689883, 41.99773), (-87.689824, 41.995911), (-87.689764, 41.994093), (-87.68970499999999, 41.992273), (-87.689673, 41.990500000000004), (-87.692099, 41.990483999999995), (-87.69453399999999, 41.990471), (-87.69940299999999, 41.990443), (-87.699516, 41.993978), (-87.699642, 41.997561)]"
17031020901,Illinois,Cook County,1,5221,1790,0,16.0,0.31,0,0,0,0,0,1,28.9,42702.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3622.0,1366.0,300.0,1839.0,1061.0,1182.0,1.0,36.0,1102.0,1526.0,377.0,473.0,17031020901,15.1,18.7,19.4,4.0,75.8,79.2,2.9,6.3,5.4,9.7,23.7,20.8,11.4,51.5,28.5,28.6,78.4,14.5,29.4,31.7,25.2,23.8,13.3,40.1,3.1,68.5,53.1,72.7,,,,,17031020901,"[(-87.689883, 41.99773), (-87.686229, 41.997794), (-87.68379499999999, 41.997831999999995), (-87.68257299999999, 41.997854), (-87.682389, 41.994219), (-87.681705, 41.994231), (-87.68236399999999, 41.993383), (-87.681699, 41.991855), (-87.683529, 41.991834), (-87.68352399999999, 41.990609), (-87.68720599999999, 41.990542), (-87.689673, 41.990500000000004), (-87.68970499999999, 41.992273), (-87.689764, 41.994093), (-87.689824, 41.995911), (-87.689883, 41.99773)]"
17031020902,Illinois,Cook County,1,4286,1564,0,461.0,10.76,0,0,0,0,0,1,26.7,40212.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2307.0,846.0,493.0,2095.0,564.0,1123.0,2.0,10.0,492.0,734.0,408.0,417.0,17031020902,15.2,22.8,18.5,5.5,75.6,81.4,3.2,7.8,6.7,9.7,21.8,21.6,12.6,54.8,31.6,32.5,76.8,14.1,30.5,30.1,26.6,23.7,14.3,38.9,3.6,73.4,54.9,74.1,,,,,17031020902,"[(-87.683529, 41.991834), (-87.681699, 41.991855), (-87.68236399999999, 41.993383), (-87.681705, 41.994231), (-87.682389, 41.994219), (-87.68257299999999, 41.997854), (-87.678647, 41.997926), (-87.67683699999999, 41.997959), (-87.675012, 41.997993), (-87.67489499999999, 41.994354), (-87.674705, 41.990763), (-87.678422, 41.990697), (-87.68352399999999, 41.990609), (-87.683529, 41.991834)]"
17031030101,Illinois,Cook County,1,3893,2334,0,15.0,0.39,0,0,0,0,0,1,14.7,56488.0,0,0,0,0,0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1728.0,446.0,590.0,2017.0,996.0,505.0,0.0,20.0,355.0,544.0,634.0,282.0,17031030101,9.7,21.2,20.5,6.1,81.1,84.6,2.8,5.7,5.6,9.1,15.6,15.3,9.9,63.6,29.9,30.0,80.0,11.2,22.5,29.1,31.1,27.7,10.5,35.8,3.0,73.4,65.4,75.8,,,,,17031030101,"[(-87.660339, 41.992286), (-87.65828499999999, 41.992317), (-87.657598, 41.992773), (-87.657584, 41.992326999999996), (-87.65618599999999, 41.992348), (-87.655457, 41.992359), (-87.654593827791, 41.992371102301796), (-87.65436750276949, 41.991086166593), (-87.65421692061238, 41.9902312527639), (-87.65421162413288, 41.990201182577), (-87.65420164621901, 41.9901445340555), (-87.655386, 41.990106), (-87.656112, 41.990094), (-87.657513, 41.990069), (-87.660266, 41.990002), (-87.660339, 41.992286)]"
17031030102,Illinois,Cook County,1,3204,1894,0,66.0,2.06,0,0,0,0,0,0,16.2,72115.0,0,0,0,0,0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,910.0,308.0,361.0,1898.0,709.0,330.0,1.0,13.0,253.0,347.0,947.0,106.0,17031030102,7.0,18.7,22.9,5.5,83.1,84.4,2.4,4.6,4.5,8.7,12.2,13.3,8.1,65.5,26.9,28.1,81.4,10.5,18.4,27.7,33.6,29.5,9.0,34.9,2.4,70.4,70.6,74.8,,,,,17031030102,"[(-87.660406, 41.994552999999996), (-87.65764999999999, 41.994586), (-87.655512, 41.994164), (-87.6549106147926, 41.9941696260706), (-87.6547744867862, 41.993396774110494), (-87.6546712034495, 41.992810394193), (-87.654593827791, 41.992371102301796), (-87.655457, 41.992359), (-87.65618599999999, 41.992348), (-87.657584, 41.992326999999996), (-87.657598, 41.992773), (-87.65828499999999, 41.992317), (-87.660339, 41.992286), (-87.660406, 41.994552999999996)]"
17031030103,Illinois,Cook County,1,1928,1084,0,366.0,18.98,0,0,0,0,0,0,16.6,67969.0,0,0,0,0,0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,523.0,84.0,104.0,1150.0,341.0,303.0,0.0,4.0,130.0,182.0,370.0,28.0,17031030103,8.1,12.7,26.1,3.4,79.1,76.9,1.7,3.6,3.0,9.1,13.4,13.7,5.9,62.5,19.7,21.4,81.1,12.8,17.5,24.5,32.3,28.2,7.7,35.4,1.7,62.1,68.7,71.4,,,,,17031030103,"[(-87.660459, 41.996373999999996), (-87.65840899999999, 41.996393), (-87.65767699999999, 41.995441), (-87.657009, 41.996407999999995), (-87.65530821085719, 41.9964269345101), (-87.6549106147926, 41.9941696260706), (-87.655512, 41.994164), (-87.65764999999999, 41.994586), (-87.660406, 41.994552999999996), (-87.660459, 41.996373999999996)]"
17031030104,Illinois,Cook County,1,3681,1189,0,1681.0,45.67,0,0,0,0,0,1,27.9,69375.0,0,0,0,0,0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,755.0,129.0,265.0,2398.0,409.0,695.0,1.0,8.0,170.0,282.0,470.0,107.0,17031030104,10.7,12.3,24.8,3.2,70.4,71.5,1.8,4.1,3.2,10.0,14.7,14.0,5.8,59.9,18.3,20.5,79.1,15.0,19.3,21.9,28.8,25.2,8.2,34.5,1.8,62.6,66.4,71.6,,,,,17031030104,"[(-87.660553, 41.998188999999996), (-87.6556261500996, 41.998232), (-87.65530821085719, 41.9964269345101), (-87.657009, 41.996407999999995), (-87.65767699999999, 41.995441), (-87.65840899999999, 41.996393), (-87.660459, 41.996373999999996), (-87.660553, 41.998188999999996)]"
17031030200,Illinois,Cook County,1,5369,2507,0,45.0,0.84,0,0,0,0,0,0,14.3,107411.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1420.0,910.0,409.0,3918.0,468.0,432.0,6.0,38.0,507.0,743.0,604.0,49.0,17031030200,7.0,17.1,24.9,5.1,84.3,84.0,2.1,4.5,4.0,8.6,12.4,14.0,6.7,64.8,23.1,26.7,79.6,10.6,17.3,26.5,34.4,30.9,8.4,33.4,2.1,66.4,71.9,72.5,IL,17031030200.0,4.166666666666667,17031030200,17031030200,"[(-87.67062299999999, 41.998075), (-87.667962, 41.998109), (-87.665436, 41.998135999999995), (-87.660553, 41.998188999999996), (-87.660459, 41.996373999999996), (-87.660406, 41.994552999999996), (-87.660339, 41.992286), (-87.660266, 41.990002), (-87.661576, 41.990904), (-87.665165, 41.990856), (-87.670028, 41.990798), (-87.670131, 41.993500999999995), (-87.67015099999999, 41.99444), (-87.670384, 41.997222), (-87.67062299999999, 41.998075)]"
17031030300,Illinois,Cook County,1,3322,1393,0,0.0,0.0,0,0,0,0,0,1,24.0,48472.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1563.0,683.0,427.0,1716.0,432.0,438.0,2.0,49.0,685.0,1219.0,443.0,294.0,17031030300,12.9,20.7,20.3,5.3,78.8,81.0,3.0,6.5,6.2,9.2,22.4,18.2,11.3,56.5,30.3,31.0,78.2,12.7,27.5,30.5,26.9,24.4,12.3,36.5,3.3,71.9,58.6,73.7,IL,17031030300.0,6.0606060606060606,17031030300,17031030300,"[(-87.675012, 41.997993), (-87.67130999999999, 41.998065), (-87.67062299999999, 41.998075), (-87.670384, 41.997222), (-87.67015099999999, 41.99444), (-87.670131, 41.993500999999995), (-87.670028, 41.990798), (-87.674705, 41.990763), (-87.67489499999999, 41.994354), (-87.675012, 41.997993)]"
17031030400,Illinois,Cook County,1,2684,1251,0,0.0,0.0,0,0,0,0,0,1,15.9,54375.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1016.0,486.0,308.0,1818.0,205.0,282.0,0.0,17.0,362.0,852.0,269.0,240.0,17031030400,9.0,19.1,22.0,5.4,82.5,82.9,2.7,5.2,5.1,8.7,16.4,15.0,9.0,61.0,26.8,29.2,78.6,11.4,21.6,28.6,31.0,28.1,10.3,34.3,2.6,69.8,66.1,73.2,IL,17031030400.0,3.125,17031030400,17031030400,"[(-87.674705, 41.990763), (-87.670028, 41.990798), (-87.669731, 41.987640999999996), (-87.669411, 41.986281999999996), (-87.668757, 41.983489999999996), (-87.67460899999999, 41.983357), (-87.674691, 41.986604), (-87.67465299999999, 41.986681999999995), (-87.674705, 41.990763)]"
17031030500,Illinois,Cook County,1,6395,2970,0,125.0,1.95,0,0,0,0,0,0,5.5,96607.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807.0,949.0,431.0,4386.0,533.0,506.0,4.0,67.0,899.0,1626.0,836.0,119.0,17031030500,6.6,13.9,27.1,4.4,84.8,83.0,1.8,3.6,3.1,8.1,14.7,13.3,5.8,64.7,20.6,24.3,79.7,10.4,16.9,24.9,34.3,30.8,7.5,33.2,1.7,62.9,72.8,70.7,IL,17031030500.0,4.6875,17031030500,17031030500,"[(-87.670028, 41.990798), (-87.665165, 41.990856), (-87.661576, 41.990904), (-87.660266, 41.990002), (-87.660181, 41.987269999999995), (-87.66017, 41.986951), (-87.66012599999999, 41.985462), (-87.660069, 41.983622), (-87.663551, 41.98357), (-87.668757, 41.983489999999996), (-87.669411, 41.986281999999996), (-87.669731, 41.987640999999996), (-87.670028, 41.990798)]"
17031030601,Illinois,Cook County,1,4012,2153,0,182.0,4.54,0,0,0,0,0,1,17.6,40956.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1646.0,473.0,627.0,2179.0,1050.0,424.0,0.0,16.0,343.0,521.0,791.0,488.0,17031030601,13.7,23.4,19.7,6.3,79.7,83.0,3.3,7.3,6.9,9.7,18.1,18.3,11.5,60.3,33.4,32.1,78.9,12.7,25.8,30.9,28.5,24.8,12.8,36.9,3.8,74.6,60.3,75.6,,,,,17031030601,"[(-87.660266, 41.990002), (-87.657513, 41.990069), (-87.656112, 41.990094), (-87.655386, 41.990106), (-87.65420164621901, 41.9901445340555), (-87.65399599999999, 41.988977), (-87.6539604587466, 41.9888860912278), (-87.65364557975789, 41.9880806817529), (-87.655292, 41.988091999999995), (-87.655299, 41.987248), (-87.656031, 41.987344), (-87.65673, 41.987331), (-87.657428, 41.987319), (-87.660181, 41.987269999999995), (-87.660266, 41.990002)]"
17031030603,Illinois,Cook County,1,2095,1273,0,0.0,0.0,0,0,0,0,0,1,23.9,42021.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942.0,271.0,72.0,1031.0,617.0,178.0,0.0,24.0,245.0,447.0,754.0,235.0,17031030603,9.2,14.3,24.9,3.5,81.5,79.9,2.0,4.1,3.4,8.9,16.8,17.0,7.1,59.1,24.5,23.9,81.7,12.2,20.6,30.4,29.0,27.3,9.1,38.0,2.0,63.0,63.4,71.5,,,,,17031030603,"[(-87.660181, 41.987269999999995), (-87.657428, 41.987319), (-87.65673, 41.987331), (-87.656672, 41.985507), (-87.656609, 41.983683), (-87.660069, 41.983622), (-87.66012599999999, 41.985462), (-87.66017, 41.986951), (-87.660181, 41.987269999999995)]"
17031030604,Illinois,Cook County,1,2976,1884,0,2.0,0.07,0,0,0,0,0,1,24.4,66775.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1302.0,246.0,406.0,1592.0,602.0,569.0,1.0,8.0,204.0,275.0,1066.0,299.0,17031030604,9.0,20.8,20.4,5.9,79.8,83.8,2.8,5.5,5.5,8.8,13.7,14.6,9.8,62.9,29.9,30.3,80.5,10.9,21.3,28.1,30.6,27.5,10.4,35.9,3.0,73.5,66.0,75.2,,,,,17031030604,"[(-87.65673, 41.987331), (-87.656031, 41.987344), (-87.655299, 41.987248), (-87.655292, 41.988091999999995), (-87.65364557975789, 41.9880806817529), (-87.652742963399, 41.9857719352387), (-87.6521416305563, 41.9842338231814), (-87.655192, 41.983802), (-87.655915, 41.983692), (-87.656609, 41.983683), (-87.656672, 41.985507), (-87.65673, 41.987331)]"
17031030701,Illinois,Cook County,1,1549,888,0,196.0,12.65,0,0,0,0,0,1,26.3,63393.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691.0,147.0,107.0,827.0,405.0,120.0,1.0,7.0,189.0,267.0,445.0,151.0,17031030701,11.2,16.9,23.9,4.3,80.9,80.1,2.4,5.1,4.5,9.4,17.3,18.1,8.4,58.5,26.6,26.4,81.3,13.1,22.2,30.6,30.6,25.2,10.4,37.7,2.5,66.1,62.2,72.2,,,,,17031030701,"[(-87.660069, 41.983622), (-87.656609, 41.983683), (-87.655915, 41.983692), (-87.655864, 41.981867), (-87.65726599999999, 41.981843), (-87.660018, 41.981798), (-87.660069, 41.983622)]"
17031030702,Illinois,Cook County,1,1630,1087,0,0.0,0.0,0,0,0,0,0,0,13.1,117565.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.0,111.0,266.0,1006.0,170.0,362.0,0.0,4.0,88.0,124.0,592.0,69.0,17031030702,5.2,19.6,20.9,6.5,83.1,87.8,2.4,4.2,4.8,7.7,10.0,10.4,8.4,68.0,26.7,30.2,80.3,8.4,16.7,23.8,36.2,32.0,8.0,32.3,2.4,74.0,75.1,76.1,,,,,17031030702,"[(-87.65514, 41.981879), (-87.653942, 41.98075), (-87.653779, 41.979834), (-87.655079, 41.979800999999995), (-87.65508799999999, 41.980050999999996), (-87.65510599999999, 41.980725), (-87.65514, 41.981879)]"
17031030703,Illinois,Cook County,1,2830,1724,0,4.0,0.14,0,0,0,0,0,1,25.1,57550.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1276.0,274.0,584.0,1717.0,586.0,265.0,2.0,23.0,237.0,353.0,920.0,396.0,17031030703,12.0,24.5,19.8,7.2,81.0,84.2,3.5,7.1,7.2,9.5,16.1,16.5,11.2,63.4,32.6,32.0,77.2,11.9,24.0,30.2,31.9,26.9,12.2,35.3,3.8,75.4,63.1,75.8,,,,,17031030703,"[(-87.660018, 41.981798), (-87.65726599999999, 41.981843), (-87.657217, 41.980015), (-87.65508799999999, 41.980050999999996), (-87.655079, 41.979800999999995), (-87.655033, 41.978564), (-87.65576399999999, 41.978210999999995), (-87.65571299999999, 41.976385), (-87.656416, 41.976374), (-87.658785, 41.976338), (-87.659866, 41.976323), (-87.65991799999999, 41.978144), (-87.65996799999999, 41.979971), (-87.660018, 41.981798)]"
17031030706,Illinois,Cook County,1,3599,2375,0,0.0,0.0,0,0,0,0,0,1,13.3,56750.0,0,0,0,0,0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,955.0,296.0,1024.0,2373.0,504.0,460.0,0.0,21.0,241.0,387.0,1102.0,162.0,17031030706,9.1,25.2,18.5,8.8,81.3,86.7,3.3,6.2,7.1,8.3,14.0,12.2,9.9,66.9,33.6,33.7,77.7,9.3,21.6,24.9,34.6,27.3,10.1,31.4,3.5,78.4,70.7,78.1,,,,,17031030706,"[(-87.65726599999999, 41.981843), (-87.655864, 41.981867), (-87.655915, 41.983692), (-87.655192, 41.983802), (-87.6521416305563, 41.9842338231814), (-87.6520128649267, 41.983904461547695), (-87.6503440631702, 41.979635936829794), (-87.65029422666011, 41.9795084631054), (-87.649907, 41.978518), (-87.6490195533418, 41.9770423232128), (-87.651241, 41.976462), (-87.651545, 41.976454), (-87.652152, 41.97644), (-87.65428399999999, 41.976406999999995), (-87.65499299999999, 41.976396), (-87.65571299999999, 41.976385), (-87.65576399999999, 41.978210999999995), (-87.655033, 41.978564), (-87.655079, 41.979800999999995), (-87.653779, 41.979834), (-87.653942, 41.98075), (-87.65514, 41.981879), (-87.65510599999999, 41.980725), (-87.65508799999999, 41.980050999999996), (-87.657217, 41.980015), (-87.65726599999999, 41.981843)]"
17031030800,Illinois,Cook County,1,4326,2052,0,148.0,3.42,0,0,0,0,0,0,8.9,124250.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782.0,584.0,415.0,3333.0,194.0,468.0,1.0,10.0,320.0,478.0,463.0,96.0,17031030800,5.2,15.6,25.8,5.1,85.4,84.5,1.9,3.6,3.6,7.9,10.8,11.7,6.0,67.0,21.9,26.2,80.4,9.3,15.5,23.6,35.7,31.6,7.2,31.6,1.8,66.6,75.6,72.2,IL,17031030800.0,8.333333333333334,17031030800,17031030800,"[(-87.668757, 41.983489999999996), (-87.663551, 41.98357), (-87.660069, 41.983622), (-87.660018, 41.981798), (-87.65996799999999, 41.979971), (-87.65991799999999, 41.978144), (-87.659866, 41.976323), (-87.664752, 41.976248), (-87.66841699999999, 41.976191), (-87.66834999999999, 41.978018999999996), (-87.668279, 41.979844), (-87.66842899999999, 41.98167), (-87.66856399999999, 41.982552), (-87.668757, 41.983489999999996)]"
17031030900,Illinois,Cook County,1,3028,1458,0,3.0,0.1,0,0,0,0,0,0,9.4,133710.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.0,461.0,292.0,2216.0,116.0,322.0,0.0,5.0,369.0,671.0,301.0,115.0,17031030900,6.2,16.1,25.2,5.2,85.6,84.1,2.0,3.9,3.6,8.1,13.0,13.0,6.4,65.3,21.8,25.9,79.7,10.1,17.2,25.1,34.8,30.3,8.0,32.7,1.9,65.7,73.0,72.0,IL,17031030900.0,3.3333333333333335,17031030900,17031030900,"[(-87.67460899999999, 41.983357), (-87.668757, 41.983489999999996), (-87.66856399999999, 41.982552), (-87.66842899999999, 41.98167), (-87.668279, 41.979844), (-87.66834999999999, 41.978018999999996), (-87.66841699999999, 41.976191), (-87.669614, 41.976172), (-87.674408, 41.976102999999995), (-87.674433, 41.977923), (-87.67439399999999, 41.978837999999996), (-87.674463, 41.979748), (-87.67456, 41.981573), (-87.67460899999999, 41.983357)]"
17031031000,Illinois,Cook County,1,3656,1901,0,0.0,0.0,0,0,0,0,0,0,6.8,95787.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821.0,474.0,289.0,2674.0,166.0,275.0,1.0,23.0,517.0,834.0,403.0,123.0,17031031000,6.2,14.3,26.6,4.6,85.3,82.7,1.8,3.4,3.2,8.2,12.9,12.7,5.5,64.3,20.0,23.7,80.6,10.4,16.2,24.7,35.0,28.5,7.3,32.5,1.7,63.0,73.5,71.0,IL,17031031000.0,2.9411764705882355,17031031000,17031031000,"[(-87.674408, 41.976102999999995), (-87.669614, 41.976172), (-87.66841699999999, 41.976191), (-87.66820799999999, 41.974365999999996), (-87.66781399999999, 41.971694), (-87.667497, 41.968900000000005), (-87.669439, 41.968877), (-87.674174, 41.968821999999996), (-87.674313, 41.973368), (-87.674357, 41.974278999999996), (-87.674408, 41.976102999999995)]"
17031031100,Illinois,Cook County,1,4402,2296,0,80.0,1.82,0,0,0,0,0,0,12.3,108193.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.0,444.0,383.0,3053.0,215.0,740.0,0.0,25.0,369.0,643.0,732.0,94.0,17031031100,7.1,14.3,25.5,4.4,82.7,81.1,1.9,3.7,3.4,8.2,13.5,14.0,6.1,62.5,20.9,24.4,79.3,11.1,17.8,24.1,33.2,28.1,8.0,33.8,1.8,63.8,70.3,70.7,IL,17031031100.0,8.571428571428571,17031031100,17031031100,"[(-87.66841699999999, 41.976191), (-87.664752, 41.976248), (-87.659866, 41.976323), (-87.659838, 41.975207999999995), (-87.659784, 41.973245), (-87.659736, 41.971458), (-87.65966999999999, 41.969024999999995), (-87.66619899999999, 41.968923), (-87.667497, 41.968900000000005), (-87.66781399999999, 41.971694), (-87.66820799999999, 41.974365999999996), (-87.66841699999999, 41.976191)]"
17031031200,Illinois,Cook County,1,5648,2682,0,620.0,10.98,0,0,0,0,0,1,26.9,42247.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3012.0,915.0,630.0,2168.0,1661.0,1107.0,3.0,38.0,671.0,852.0,1182.0,943.0,17031031200,16.6,23.0,18.4,5.5,76.6,82.0,3.5,7.7,7.3,9.9,20.5,20.8,13.5,54.3,35.3,32.8,79.0,13.6,29.4,32.8,26.6,23.1,14.4,39.3,4.2,74.8,54.7,75.2,IL,17031031200.0,8.474576271186441,17031031200,17031031200,"[(-87.659866, 41.976323), (-87.658785, 41.976338), (-87.656416, 41.976374), (-87.65571299999999, 41.976385), (-87.65499299999999, 41.976396), (-87.654928, 41.973313), (-87.654884, 41.971579999999996), (-87.654822, 41.96909), (-87.657625, 41.969052), (-87.65966999999999, 41.969024999999995), (-87.659736, 41.971458), (-87.659784, 41.973245), (-87.659838, 41.975207999999995), (-87.659866, 41.976323)]"
17031031300,Illinois,Cook County,1,7076,3887,0,461.0,6.51,0,0,0,0,0,1,22.1,50738.0,0,0,0,0,0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3094.0,957.0,1228.0,3590.0,1519.0,1449.0,2.0,24.0,492.0,685.0,1854.0,653.0,17031031300,10.5,22.5,19.3,6.2,80.4,84.0,3.2,6.3,6.5,8.9,15.9,16.2,11.3,60.9,32.2,31.9,79.2,11.3,24.4,28.5,29.7,25.4,11.4,36.0,3.5,75.0,62.8,75.9,IL,17031031300.0,10.204081632653061,17031031300,17031031300,"[(-87.65499299999999, 41.976396), (-87.65428399999999, 41.976406999999995), (-87.652152, 41.97644), (-87.651545, 41.976454), (-87.651241, 41.976462), (-87.6490195533418, 41.9770423232128), (-87.645645, 41.971430999999995), (-87.6450829434839, 41.9709751087455), (-87.64398291980609, 41.9700828654208), (-87.648156, 41.969356999999995), (-87.649636, 41.969175), (-87.65011799999999, 41.969156), (-87.654822, 41.96909), (-87.654884, 41.971579999999996), (-87.654928, 41.973313), (-87.65499299999999, 41.976396)]"
